source,target
I1MGE5,nitrogen compound metabolic process
I1MGE5,biological_process
I1MGE5,metabolic process
I1MGE5,protein-tetrapyrrole linkage
I1MGE5,protein-bilin linkage
I1MGE5,protein-phycocyanobilin linkage
I1MGE5,protein metabolic process
I1MGE5,protein modification process
I1MGE5,macromolecule metabolic process
I1MGE5,macromolecule modification
I1MGE5,primary metabolic process
I1MGE5,organic substance metabolic process
I1MGE5,organonitrogen compound metabolic process
A0NLY7,molecular_function
A0NLY7,catalytic activity
A0NLY7,binding
A0NLY7,hydrolase activity
A0NLY7,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
A0NLY7,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
A0NLY7,manganese ion binding
A0NLY7,ion binding
A0NLY7,cation binding
A0NLY7,metal ion binding
A0NLY7,transition metal ion binding
I1E3I7,molecular_function
I1E3I7,catalytic activity
I1E3I7,protein kinase activity
I1E3I7,cellular_component
I1E3I7,plasma membrane
I1E3I7,membrane
I1E3I7,kinase activity
I1E3I7,transferase activity
I1E3I7,"transferase activity, transferring phosphorus-containing groups"
I1E3I7,"phosphotransferase activity, alcohol group as acceptor"
I1E3I7,cell periphery
I1E3I7,cellular anatomical entity
I1E3I7,"catalytic activity, acting on a protein"
Q0A456,immune system process
Q0A456,immune response
Q0A456,biological_process
Q0A456,response to stimulus
P04122,molecular_function
P04122,binding
P04122,protein binding
K7N5M8,molecular_function
K7N5M8,catalytic activity
K7N5M8,peroxidase activity
K7N5M8,binding
K7N5M8,antioxidant activity
K7N5M8,oxidoreductase activity
K7N5M8,"oxidoreductase activity, acting on peroxide as acceptor"
K7N5M8,heme binding
K7N5M8,manganese ion binding
K7N5M8,ion binding
K7N5M8,cation binding
K7N5M8,metal ion binding
K7N5M8,tetrapyrrole binding
K7N5M8,transition metal ion binding
K7N5M8,organic cyclic compound binding
K7N5M8,heterocyclic compound binding
Q9XGN3,molecular_function
Q9XGN3,catalytic activity
Q9XGN3,carbohydrate metabolic process
Q9XGN3,transport
Q9XGN3,response to stress
Q9XGN3,biological_process
Q9XGN3,metabolic process
Q9XGN3,UDP-glycosyltransferase activity
Q9XGN3,galactosyltransferase activity
Q9XGN3,carbohydrate transport
Q9XGN3,biosynthetic process
Q9XGN3,response to temperature stimulus
Q9XGN3,oligosaccharide metabolic process
Q9XGN3,oligosaccharide biosynthetic process
Q9XGN3,response to cold
Q9XGN3,response to abiotic stimulus
Q9XGN3,cellular process
Q9XGN3,raffinose family oligosaccharide biosynthetic process
Q9XGN3,oligosaccharide transport
Q9XGN3,raffinose transport
Q9XGN3,carbohydrate biosynthetic process
Q9XGN3,transferase activity
Q9XGN3,glycosyltransferase activity
Q9XGN3,hexosyltransferase activity
Q9XGN3,cellular response to stress
Q9XGN3,UDP-galactosyltransferase activity
Q9XGN3,primary metabolic process
Q9XGN3,inositol 3-alpha-galactosyltransferase activity
Q9XGN3,response to stimulus
Q9XGN3,localization
Q9XGN3,establishment of localization
Q9XGN3,cellular response to stimulus
Q9XGN3,cellular response to cold
Q9XGN3,organic substance transport
Q9XGN3,organic substance metabolic process
Q9XGN3,organic substance biosynthetic process
Q9XGN3,trisaccharide transport
P86701,molecular_function
P86701,enzyme inhibitor activity
P86701,endopeptidase inhibitor activity
P86701,serine-type endopeptidase inhibitor activity
P86701,biological_process
P86701,negative regulation of metabolic process
P86701,negative regulation of peptidase activity
P86701,negative regulation of macromolecule metabolic process
P86701,negative regulation of endopeptidase activity
P86701,regulation of metabolic process
P86701,regulation of proteolysis
P86701,enzyme regulator activity
P86701,peptidase inhibitor activity
P86701,negative regulation of catalytic activity
P86701,negative regulation of molecular function
P86701,negative regulation of proteolysis
P86701,negative regulation of biological process
P86701,regulation of biological process
P86701,regulation of catalytic activity
P86701,regulation of nitrogen compound metabolic process
P86701,negative regulation of nitrogen compound metabolic process
P86701,regulation of protein metabolic process
P86701,negative regulation of protein metabolic process
P86701,regulation of hydrolase activity
P86701,negative regulation of hydrolase activity
P86701,regulation of peptidase activity
P86701,regulation of endopeptidase activity
P86701,regulation of macromolecule metabolic process
P86701,peptidase regulator activity
P86701,endopeptidase regulator activity
P86701,biological regulation
P86701,regulation of molecular function
P86701,regulation of primary metabolic process
P86701,molecular function regulator activity
P86701,molecular function inhibitor activity
Q8JPY1,cellular_component
Q8JPY1,viral nucleocapsid
Q8JPY1,viral capsid
Q8JPY1,virion component
D0ENL5,molecular_function
D0ENL5,catalytic activity
D0ENL5,glucose-1-phosphate adenylyltransferase activity
D0ENL5,transferase activity
D0ENL5,"transferase activity, transferring phosphorus-containing groups"
D0ENL5,nucleotidyltransferase activity
D0ENL5,adenylyltransferase activity
Q8KLU1,molecular_function
Q8KLU1,binding
Q8KLU1,protein binding
Q8KLU1,identical protein binding
Q9FSH9,molecular_function
Q9FSH9,enzyme inhibitor activity
Q9FSH9,binding
Q9FSH9,protein binding
Q9FSH9,biological_process
Q9FSH9,enzyme regulator activity
Q9FSH9,negative regulation of catalytic activity
Q9FSH9,protein self-association
Q9FSH9,negative regulation of molecular function
Q9FSH9,regulation of catalytic activity
Q9FSH9,biological regulation
Q9FSH9,regulation of molecular function
Q9FSH9,molecular function regulator activity
Q9FSH9,molecular function inhibitor activity
A6Q6L6,molecular_function
A6Q6L6,catalytic activity
A6Q6L6,geranyltranstransferase activity
A6Q6L6,prenyltransferase activity
A6Q6L6,lipid metabolic process
A6Q6L6,phospholipid metabolic process
A6Q6L6,isoprenoid metabolic process
A6Q6L6,terpenoid metabolic process
A6Q6L6,phosphorus metabolic process
A6Q6L6,phosphate-containing compound metabolic process
A6Q6L6,biological_process
A6Q6L6,metabolic process
A6Q6L6,isoprenoid biosynthetic process
A6Q6L6,lipid biosynthetic process
A6Q6L6,phospholipid biosynthetic process
A6Q6L6,biosynthetic process
A6Q6L6,cellular process
A6Q6L6,terpenoid biosynthetic process
A6Q6L6,transferase activity
A6Q6L6,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
A6Q6L6,organophosphate metabolic process
A6Q6L6,cellular metabolic process
A6Q6L6,primary metabolic process
A6Q6L6,cellular biosynthetic process
A6Q6L6,cellular lipid metabolic process
A6Q6L6,farnesyl diphosphate biosynthetic process
A6Q6L6,farnesyl diphosphate metabolic process
A6Q6L6,organic substance metabolic process
A6Q6L6,organophosphate biosynthetic process
A6Q6L6,organic substance biosynthetic process
Q5QGZ8,nitrilase activity
Q5QGZ8,molecular_function
Q5QGZ8,catalytic activity
Q5QGZ8,nitrogen compound metabolic process
Q5QGZ8,biological_process
Q5QGZ8,metabolic process
Q5QGZ8,catabolic process
Q5QGZ8,response to toxic substance
Q5QGZ8,cellular process
Q5QGZ8,hydrolase activity
Q5QGZ8,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
Q5QGZ8,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles"
Q5QGZ8,lyase activity
Q5QGZ8,carbon-oxygen lyase activity
Q5QGZ8,hydro-lyase activity
Q5QGZ8,cyanide metabolic process
Q5QGZ8,cyanide catabolic process
Q5QGZ8,cellular nitrogen compound metabolic process
Q5QGZ8,response to chemical
Q5QGZ8,cellular metabolic process
Q5QGZ8,cellular catabolic process
Q5QGZ8,cellular nitrogen compound catabolic process
Q5QGZ8,cyanoalanine nitrilase activity
Q5QGZ8,3-cyanoalanine hydratase activity
Q5QGZ8,response to stimulus
Q5QGZ8,detoxification of nitrogen compound
Q5QGZ8,organic substance metabolic process
Q5QGZ8,detoxification
Q5QGZ8,organonitrogen compound metabolic process
Q5QGZ8,organonitrogen compound catabolic process
Q5QGZ8,organic substance catabolic process
Q5QGZ8,response to nitrogen compound
I6T1Z2,molecular_function
I6T1Z2,binding
I6T1Z2,protein binding
P52779,molecular_function
P52779,catalytic activity
P52779,nuclease activity
P52779,ribonuclease activity
P52779,nucleobase-containing compound metabolic process
P52779,cellular aromatic compound metabolic process
P52779,nitrogen compound metabolic process
P52779,biological_process
P52779,metabolic process
P52779,cellular process
P52779,RNA metabolic process
P52779,hydrolase activity
P52779,"hydrolase activity, acting on ester bonds"
P52779,cellular nitrogen compound metabolic process
P52779,macromolecule metabolic process
P52779,cellular metabolic process
P52779,primary metabolic process
P52779,heterocycle metabolic process
P52779,organic substance metabolic process
P52779,nucleic acid metabolic process
P52779,nucleic acid phosphodiester bond hydrolysis
P52779,RNA phosphodiester bond hydrolysis
P52779,"catalytic activity, acting on RNA"
P52779,"catalytic activity, acting on a nucleic acid"
P52779,organic cyclic compound metabolic process
Q03RR4,molecular_function
Q03RR4,catalytic activity
Q03RR4,geranyltranstransferase activity
Q03RR4,prenyltransferase activity
Q03RR4,lipid metabolic process
Q03RR4,phospholipid metabolic process
Q03RR4,isoprenoid metabolic process
Q03RR4,terpenoid metabolic process
Q03RR4,phosphorus metabolic process
Q03RR4,phosphate-containing compound metabolic process
Q03RR4,biological_process
Q03RR4,metabolic process
Q03RR4,isoprenoid biosynthetic process
Q03RR4,lipid biosynthetic process
Q03RR4,phospholipid biosynthetic process
Q03RR4,biosynthetic process
Q03RR4,cellular process
Q03RR4,terpenoid biosynthetic process
Q03RR4,transferase activity
Q03RR4,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
Q03RR4,organophosphate metabolic process
Q03RR4,cellular metabolic process
Q03RR4,primary metabolic process
Q03RR4,cellular biosynthetic process
Q03RR4,cellular lipid metabolic process
Q03RR4,farnesyl diphosphate biosynthetic process
Q03RR4,farnesyl diphosphate metabolic process
Q03RR4,organic substance metabolic process
Q03RR4,organophosphate biosynthetic process
Q03RR4,organic substance biosynthetic process
P84870,molecular_function
P84870,binding
P84870,carbohydrate binding
Q2WBN3,cellular_component
Q2WBN3,intracellular anatomical structure
Q2WBN3,cytoplasm
Q2WBN3,phragmoplast
Q2WBN3,cellular anatomical entity
P30074,molecular_function
P30074,catalytic activity
P30074,cellular aromatic compound metabolic process
P30074,biological_process
P30074,metabolic process
P30074,biosynthetic process
P30074,phenylpropanoid metabolic process
P30074,phenylpropanoid biosynthetic process
P30074,chalcone metabolic process
P30074,chalcone biosynthetic process
P30074,cellular process
P30074,naringenin-chalcone synthase activity
P30074,transferase activity
P30074,acyltransferase activity
P30074,"acyltransferase activity, transferring groups other than amino-acyl groups"
P30074,aromatic compound biosynthetic process
P30074,secondary metabolic process
P30074,cellular ketone metabolic process
P30074,ketone biosynthetic process
P30074,cellular metabolic process
P30074,cellular biosynthetic process
P30074,small molecule metabolic process
P30074,small molecule biosynthetic process
P30074,secondary metabolite biosynthetic process
P30074,organic substance metabolic process
P30074,olefinic compound metabolic process
P30074,olefinic compound biosynthetic process
P30074,organic cyclic compound metabolic process
P30074,organic cyclic compound biosynthetic process
P30074,organic substance biosynthetic process
Q8L4H4,molecular_function
Q8L4H4,catalytic activity
Q8L4H4,protein kinase activity
Q8L4H4,binding
Q8L4H4,protein binding
Q8L4H4,protein phosphorylation
Q8L4H4,phosphorus metabolic process
Q8L4H4,phosphate-containing compound metabolic process
Q8L4H4,nitrogen compound metabolic process
Q8L4H4,biological_process
Q8L4H4,metabolic process
Q8L4H4,cellular process
Q8L4H4,kinase activity
Q8L4H4,phosphorylation
Q8L4H4,transferase activity
Q8L4H4,"transferase activity, transferring phosphorus-containing groups"
Q8L4H4,"phosphotransferase activity, alcohol group as acceptor"
Q8L4H4,protein metabolic process
Q8L4H4,protein modification process
Q8L4H4,macromolecule metabolic process
Q8L4H4,macromolecule modification
Q8L4H4,cellular metabolic process
Q8L4H4,primary metabolic process
Q8L4H4,protein autophosphorylation
Q8L4H4,organic substance metabolic process
Q8L4H4,"catalytic activity, acting on a protein"
Q8L4H4,organonitrogen compound metabolic process
B5EV73,transcription cis-regulatory region binding
B5EV73,transcription regulatory region nucleic acid binding
B5EV73,DNA-binding transcription activator activity
B5EV73,molecular_function
B5EV73,nucleic acid binding
B5EV73,DNA binding
B5EV73,double-stranded DNA binding
B5EV73,DNA-binding transcription factor activity
B5EV73,binding
B5EV73,cellular_component
B5EV73,regulation of DNA-templated transcription
B5EV73,biological_process
B5EV73,regulation of biosynthetic process
B5EV73,positive regulation of biosynthetic process
B5EV73,positive regulation of metabolic process
B5EV73,regulation of gene expression
B5EV73,regulation of macromolecule biosynthetic process
B5EV73,positive regulation of macromolecule biosynthetic process
B5EV73,positive regulation of macromolecule metabolic process
